STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator_1,SUBJECT,Subject_1,MEASURE,Measure_1,FREQUENCY,Frequency_1,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period,"1st midterm, fall 2019 (1)_CNTR_ID","1st midterm, fall 2019 (1)_CNTR_NAME","1st midterm, fall 2019 (1)_NAME_FREN","1st midterm, fall 2019 (1)_ISO3_CODE","1st midterm, fall 2019 (1)_SVRG_UN","1st midterm, fall 2019 (1)_CAPT","1st midterm, fall 2019 (1)_EU_STAT","1st midterm, fall 2019 (1)_EFTA_STAT","1st midterm, fall 2019 (1)_CC_STAT","1st midterm, fall 2019 (1)_NAME_GERM"
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2008",,8.568,,A,,,,,,,,CY,Κύπρος-Kıbrıs,Chypre,CYP,UN Member State,Nicosia,T,F,F,Zypern
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2008",,18.702,,A,,,,,,,,CY,Κύπρος-Kıbrıs,Chypre,CYP,UN Member State,Nicosia,T,F,F,Zypern
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2008",,9.286,,A,,,,,,,,SE,Sverige,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2008",,2.741,,A,,,,,,,,PT,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2008",,22.061,,A,,,,,,,,NL,Nederland,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2008",,25.662,,A,,,,,,,,PL,Polska,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2008",,26.562,,A,,,,,,,,,,,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2008",,11.153,,A,,,,,,,,FI,Suomi-Finland,Finlande,FIN,UN Member State,Helsinki,T,F,F,Finnland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2008",,17.991,,A,,,,,,,,RO,România,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2008",,35.261,,A,,,,,,,,MT,Malta-Malta,Malte,MLT,UN Member State,Valletta,T,F,F,Malta
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HRV,Croatia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2008",,1.128,,A,,,,,,,,HR,Hrvatska,Croatie,HRV,UN Member State,Zagreb,T,F,F,Kroatien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2008",,19.848,,A,,,,,,,,SE,Sverige,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2008",,5.438,,A,,,,,,,,ES,España,Espagne,ESP,UN Member State,Madrid,T,F,F,Spanien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2008",,43.317,,A,,,,,,,,PL,Polska,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2008",,8.199,,A,,,,,,,,IT,Italia,Italie,ITA,UN Member State,Rome,T,F,F,Italien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2008",,23.809,,A,,,,,,,,HU,Magyarország,Hongrie,HUN,UN Member State,Budapest,T,F,F,Ungarn
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2008",,12.597,,A,,,,,,,,DK,Danmark,Danemark,DNK,UN Member State,Copenhagen,T,F,F,Dänemark
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2008",,16.638,,A,,,,,,,,FI,Suomi-Finland,Finlande,FIN,UN Member State,Helsinki,T,F,F,Finnland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,31.954,,A,,,,,,,,,,,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2021",,14.015,,A,,,,,,,,FI,Suomi-Finland,Finlande,FIN,UN Member State,Helsinki,T,F,F,Finnland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2021",,32.184,,A,,,,,,,,LV,Latvija,Lettonie,LVA,UN Member State,Riga,T,F,F,Lettland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,27.941,,A,,,,,,,,LT,Lietuva,Lituanie,LTU,UN Member State,Vilnius,T,F,F,Litauen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,38.512,,A,,,,,,,,EE,Eesti,Estonie,EST,UN Member State,Tallinn,T,F,F,Estland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,53.015,,A,,,,,,,,,,,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,30.274,,A,,,,,,,,PT,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2021",,2.355,,A,,,,,,,,IE,Ireland-Éire,Irlande,IRL,UN Member State,Dublin,T,F,F,Irland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,46.032,,A,,,,,,,,EL,Ελλάδα,Grèce,GRC,UN Member State,Athens,T,F,F,Griechenland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,23.053,,A,,,,,,,,FI,Suomi-Finland,Finlande,FIN,UN Member State,Helsinki,T,F,F,Finnland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2021",,9.738,,A,,,,,,,,SI,Slovinsko,Slovénie,SVN,UN Member State,Ljubljana,T,F,F,Slowenien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2021",,20.967,,A,,,,,,,,RO,România,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,30.508,,A,,,,,,,,LV,Latvija,Lettonie,LVA,UN Member State,Riga,T,F,F,Lettland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2021",,15.659,,A,,,,,,,,MT,Malta-Malta,Malte,MLT,UN Member State,Valletta,T,F,F,Malta
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2021",,8.595,,A,,,,,,,,CY,Κύπρος-Kıbrıs,Chypre,CYP,UN Member State,Nicosia,T,F,F,Zypern
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2021",,4.981,,A,,,,,,,,PT,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2021",,25.77,,A,,,,,,,,PL,Polska,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,44.873,,A,,,,,,,,NL,Nederland,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2021",,14.475,,A,,,,,,,,IE,Ireland-Éire,Irlande,IRL,UN Member State,Dublin,T,F,F,Irland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2021",,83.589,,A,,,,,,,,DE,Deutschland,Allemagne,DEU,UN Member State,Berlin,T,F,F,Deutschland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2010",,26.702,,A,,,,,,,,LT,Lietuva,Lituanie,LTU,UN Member State,Vilnius,T,F,F,Litauen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2010",,32.181,,A,,,,,,,,LV,Latvija,Lettonie,LVA,UN Member State,Riga,T,F,F,Lettland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2010",,25.646,,A,,,,,,,,EE,Eesti,Estonie,EST,UN Member State,Tallinn,T,F,F,Estland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2010",,49.622,,A,,,,,,,,,,,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2010",,1.35,,A,,,,,,,,IE,Ireland-Éire,Irlande,IRL,UN Member State,Dublin,T,F,F,Irland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2010",,29.197,,A,,,,,,,,PT,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2010",,40.488,,A,,,,,,,,EL,Ελλάδα,Grèce,GRC,UN Member State,Athens,T,F,F,Griechenland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2010",,22.661,,A,,,,,,,,FR,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2010",,10.063,,A,,,,,,,,BE,Belgien-Belgique-België,Belgique,BEL,UN Member State,Brussels,T,F,F,Belgien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2010",,39.058,,A,,,,,,,,AT,Österreich,Autriche,AUT,UN Member State,Vienna,T,F,F,Österreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2010",,40.29,,A,,,,,,,,DE,Deutschland,Allemagne,DEU,UN Member State,Berlin,T,F,F,Deutschland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2010",,8.045,,A,,,,,,,,SI,Slovinsko,Slovénie,SVN,UN Member State,Ljubljana,T,F,F,Slowenien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2010",,12.989,,A,,,,,,,,RO,România,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2010",,3.471,,A,,,,,,,,MT,Malta-Malta,Malte,MLT,UN Member State,Valletta,T,F,F,Malta
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2010",,30.493,,A,,,,,,,,LV,Latvija,Lettonie,LVA,UN Member State,Riga,T,F,F,Lettland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2010",,8.568,,A,,,,,,,,CY,Κύπρος-Kıbrıs,Chypre,CYP,UN Member State,Nicosia,T,F,F,Zypern
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2010",,18.775,,A,,,,,,,,CY,Κύπρος-Kıbrıs,Chypre,CYP,UN Member State,Nicosia,T,F,F,Zypern
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2010",,9.343,,A,,,,,,,,SE,Sverige,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,PRT,Portugal,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2010",,2.745,,A,,,,,,,,PT,Portugal,Portugal,PRT,UN Member State,Lisbon,T,F,F,Portugal
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2010",,25.686,,A,,,,,,,,PL,Polska,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2010",,29.984,,A,,,,,,,,NL,Nederland,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2010",,11.226,,A,,,,,,,,FI,Suomi-Finland,Finlande,FIN,UN Member State,Helsinki,T,F,F,Finnland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2010",,27.264,,A,,,,,,,,,,,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NLD,Netherlands,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2009",,27.442,,A,,,,,,,,NL,Nederland,Pays-Bas,NLD,UN Member State,Amsterdam,T,F,F,Niederlande
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2009",,28.652,,A,,,,,,,,FR,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2009",,63.666,,A,,,,,,,,DE,Deutschland,Allemagne,DEU,UN Member State,Berlin,T,F,F,Deutschland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,7.82,,A,,,,,,,,BE,Belgien-Belgique-België,Belgique,BEL,UN Member State,Brussels,T,F,F,Belgien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,23.938,,A,,,,,,,,RO,România,Roumanie,ROU,UN Member State,Bucharest,T,F,F,Rumänien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,35.339,,A,,,,,,,,MT,Malta-Malta,Malte,MLT,UN Member State,Valletta,T,F,F,Malta
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HRV,Croatia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2009",,1.128,,A,,,,,,,,HR,Hrvatska,Croatie,HRV,UN Member State,Zagreb,T,F,F,Kroatien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,23.189,,A,,,,,,,,SE,Sverige,Suède,SWE,UN Member State,Stockholm,T,F,F,Schweden
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2009",,5.442,,A,,,,,,,,ES,España,Espagne,ESP,UN Member State,Madrid,T,F,F,Spanien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2009",,17.998,,A,,,,,,,,DK,Danmark,Danemark,DNK,UN Member State,Copenhagen,T,F,F,Dänemark
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,POL,Poland,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,44.455,,A,,,,,,,,PL,Polska,Pologne,POL,UN Member State,Warsaw,T,F,F,Polen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2009",,8.283,,A,,,,,,,,IT,Italia,Italie,ITA,UN Member State,Rome,T,F,F,Italien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,23.921,,A,,,,,,,,HU,Magyarország,Hongrie,HUN,UN Member State,Budapest,T,F,F,Ungarn
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,39.887,,A,,,,,,,,DE,Deutschland,Allemagne,DEU,UN Member State,Berlin,T,F,F,Deutschland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2009",,10.063,,A,,,,,,,,BE,Belgien-Belgique-België,Belgique,BEL,UN Member State,Brussels,T,F,F,Belgien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUT,Austria,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,37.863,,A,,,,,,,,AT,Österreich,Autriche,AUT,UN Member State,Vienna,T,F,F,Österreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,21.978,,A,,,,,,,,FR,France,France,FRA,UN Member State,Paris,T,F,F,Frankreich
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,49.284,,A,,,,,,,,SI,Slovinsko,Slovénie,SVN,UN Member State,Ljubljana,T,F,F,Slowenien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2009",,25.938,,A,,,,,,,,LT,Lietuva,Lituanie,LTU,UN Member State,Vilnius,T,F,F,Litauen
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2009",,19.543,,A,,,,,,,,EE,Eesti,Estonie,EST,UN Member State,Tallinn,T,F,F,Estland
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HRV,Croatia,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,10.74,,A,,,,,,,,HR,Hrvatska,Croatie,HRV,UN Member State,Zagreb,T,F,F,Kroatien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,PROTECTEDAREA,Protected areas,MARINE,Marine,PC_WATER,% of Exclusive Economic Zones,A,Annual,"2009",,5.487,,A,,,,,,,,BG,България,Bulgarie,BGR,UN Member State,Sofia,T,F,F,Bulgarien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,45.963,,A,,,,,,,,BG,България,Bulgarie,BGR,UN Member State,Sofia,T,F,F,Bulgarien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,35.62,,A,,,,,,,,ES,España,Espagne,ESP,UN Member State,Madrid,T,F,F,Spanien
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,PROTECTEDAREA,Protected areas,TERREST,Terrestrial,PC_LANDAREA,% of total land area,A,Annual,"2009",,73.989,,A,,,,,,,,LU,Luxemburg-Luxembourg-Lëtzebuerg,Luxembourg,LUX,UN Member State,Luxembourg,T,F,F,Luxemburg
